casualty_class,gender,age,severe,pedestrian_location,pedestrian_movement,travel,year
passenger,female,30,False,N/A,N/A,motorbike,2011
pedestrian,male,39,False,In road,Unknown Or Other,bicycle,2006
passenger,male,44,False,N/A,N/A,car,2009
passenger,female,46,False,N/A,N/A,car,2006
passenger,female,29,False,N/A,N/A,car,2006
driver,male,87,False,N/A,N/A,bus,2013
passenger,female,23,False,N/A,N/A,pedestrian,2011
pedestrian,male,5,False,Not on Crossing,Drivers N/Side,bicycle,2013
passenger,female,30,False,N/A,N/A,car,2011
passenger,female,62,False,N/A,N/A,car,2008
pedestrian,female,Unknown,False,Close to Crossing,Drivers N/Side,bicycle,2007
passenger,male,59,False,N/A,N/A,car,2013
pedestrian,female,38,True,In road,Unknown Or Other,bicycle,2006
passenger,male,53,False,N/A,N/A,car,2014
passenger,female,43,False,N/A,N/A,car,2010
passenger,female,45,False,N/A,N/A,motorbike,2008
passenger,male,29,False,N/A,N/A,pedestrian,2013
pedestrian,female,14,False,Not on Crossing,Drivers O/Side Msk,bicycle,2010
passenger,female,25,False,N/A,N/A,pedestrian,2007
pedestrian,male,11,False,Not on Crossing,Drivers O/Side,bicycle,2008
driver,male,20,False,N/A,N/A,car,2007
pedestrian,female,16,True,Pedestrian Crossing,Drivers N/Side,bicycle,2012
pedestrian,female,23,False,Unknown,Unknown Or Other,bicycle,2012
passenger,female,42,False,N/A,N/A,motorbike,2009
passenger,female,19,False,N/A,N/A,taxi,2009
driver,female,68,False,N/A,N/A,bus,2009
pedestrian,male,35,False,Not on Crossing,Drivers N/Side,bicycle,2013
driver,female,31,False,N/A,N/A,car,2013
passenger,female,34,False,N/A,N/A,pedestrian,2014
passenger,female,26,False,N/A,N/A,car,2012
passenger,female,50,False,N/A,N/A,car,2011
driver,female,55,False,N/A,N/A,car,2010
passenger,female,48,False,N/A,N/A,car,2008
pedestrian,male,87,False,Close to Crossing,Drivers N/Side,bicycle,2008
passenger,female,44,False,N/A,N/A,bus,2006
passenger,female,24,True,N/A,N/A,pedestrian,2008
passenger,female,40,False,N/A,N/A,motorbike,2011
driver,male,Unknown,False,N/A,N/A,car,2007
passenger,female,21,False,N/A,N/A,motorbike,2012
passenger,male,Unknown,False,N/A,N/A,pedestrian,2006
passenger,male,41,False,N/A,N/A,pedestrian,2012
passenger,female,23,True,N/A,N/A,pedestrian,2011
driver,female,40,False,N/A,N/A,car,2005
pedestrian,female,53,False,Close to Crossing,Drivers N/Side,bicycle,2013
passenger,male,33,False,N/A,N/A,car,2005
passenger,female,38,False,N/A,N/A,pedestrian,2009
passenger,female,41,True,N/A,N/A,motorbike,2009
passenger,male,36,False,N/A,N/A,car,2010
pedestrian,female,55,False,Pedestrian Crossing,Drivers N/Side,bicycle,2006
driver,female,54,False,N/A,N/A,taxi,2010
pedestrian,male,29,False,Not on Crossing,Drivers N/Side Msk,bicycle,2014
passenger,female,19,False,N/A,N/A,car,2010
pedestrian,female,11,False,Not on Crossing,Drivers N/Side,bicycle,2006
driver,female,Unknown,False,N/A,N/A,car,2005
passenger,female,25,False,N/A,N/A,pedestrian,2010
passenger,male,34,False,N/A,N/A,car,2012
passenger,male,41,False,N/A,N/A,pedestrian,2013
pedestrian,female,32,True,Not on Crossing,Drivers O/Side Msk,bicycle,2014
passenger,female,50,False,N/A,N/A,car,2012
pedestrian,male,55,False,Not on Crossing,Drivers N/Side Msk,bicycle,2010
passenger,male,Unknown,False,N/A,N/A,car,2008
passenger,female,19,False,N/A,N/A,car,2010
passenger,female,40,True,N/A,N/A,taxi,2010
driver,female,81,False,N/A,N/A,car,2013
driver,male,30,False,N/A,N/A,car,2009
pedestrian,female,12,False,Not on Crossing,Unknown Or Other,bicycle,2010
driver,male,29,False,N/A,N/A,bus,2009
passenger,female,48,False,N/A,N/A,motorbike,2006
driver,male,82,False,N/A,N/A,bus,2010
pedestrian,female,56,False,In road,Back To Traffic,bicycle,2010
driver,male,51,False,N/A,N/A,bus,2009
passenger,female,37,False,N/A,N/A,car,2008
passenger,female,27,False,N/A,N/A,motorbike,2006
passenger,male,37,False,N/A,N/A,car,2014
driver,male,10,False,N/A,N/A,car,2007
passenger,female,54,False,N/A,N/A,motorbike,2013
passenger,female,36,False,N/A,N/A,pedestrian,2010
pedestrian,male,4,False,Not on Crossing,Drivers N/Side Msk,bicycle,2010
passenger,female,43,False,N/A,N/A,car,2011
passenger,female,28,False,N/A,N/A,motorbike,2011
passenger,female,24,False,N/A,N/A,motorbike,2010
passenger,female,64,False,N/A,N/A,motorbike,2005
driver,male,9,False,N/A,N/A,car,2007
passenger,female,19,False,N/A,N/A,car,2008
passenger,male,46,False,N/A,N/A,car,2005
pedestrian,female,96,False,Close to Crossing,Drivers O/Side,bicycle,2010
passenger,male,46,False,N/A,N/A,car,2008
passenger,male,60,False,N/A,N/A,car,2014
passenger,female,22,False,N/A,N/A,motorbike,2010
pedestrian,male,51,False,Footpath,Unknown Or Other,bicycle,2014
driver,male,Unknown,True,N/A,N/A,car,2009
pedestrian,female,73,False,Close to Crossing,Drivers N/Side Msk,bicycle,2010
pedestrian,female,36,True,Not on Crossing,Drivers N/Side,bicycle,2010
passenger,male,19,False,N/A,N/A,car,2012
passenger,female,46,False,N/A,N/A,car,2008
passenger,female,21,True,N/A,N/A,car,2007
passenger,female,34,False,N/A,N/A,car,2006
passenger,female,26,False,N/A,N/A,car,2007
driver,female,14,False,N/A,N/A,motorbike,2008
driver,male,44,False,N/A,N/A,bus,2006
passenger,female,17,False,N/A,N/A,motorbike,2013
driver,female,Unknown,False,N/A,N/A,car,2010
pedestrian,female,25,False,Not on Crossing,Drivers N/Side,bicycle,2014
pedestrian,female,69,True,Not on Crossing,Drivers N/Side,bicycle,2010
driver,male,20,False,N/A,N/A,car,2007
passenger,male,21,False,N/A,N/A,other,2006
driver,female,16,False,N/A,N/A,car,2007
passenger,female,18,False,N/A,N/A,car,2007
passenger,female,43,False,N/A,N/A,car,2014
passenger,female,38,False,N/A,N/A,pedestrian,2011
pedestrian,male,27,False,Not on Crossing,Drivers N/Side,bicycle,2008
pedestrian,male,27,False,Pedestrian Crossing,Unknown Or Other,bicycle,2005
passenger,female,30,False,N/A,N/A,pedestrian,2007
passenger,male,34,False,N/A,N/A,car,2013
driver,female,25,False,N/A,N/A,car,2013
passenger,female,41,False,N/A,N/A,car,2006
passenger,female,Unknown,False,N/A,N/A,motorbike,2010
passenger,female,39,False,N/A,N/A,pedestrian,2007
driver,female,Unknown,False,N/A,N/A,other,2011
passenger,female,42,False,N/A,N/A,motorbike,2010
passenger,female,15,False,N/A,N/A,pedestrian,2008
passenger,male,48,False,N/A,N/A,car,2009
driver,female,Unknown,False,N/A,N/A,car,2007
pedestrian,female,36,False,In road,Unknown Or Other,bicycle,2007
passenger,male,27,False,N/A,N/A,pedestrian,2010
passenger,female,76,False,N/A,N/A,car,2009
pedestrian,male,70,False,Not on Crossing,Drivers N/Side,bicycle,2010
driver,male,Unknown,False,N/A,N/A,bus,2009
passenger,female,21,False,N/A,N/A,car,2006
passenger,male,60,False,N/A,N/A,car,2014
passenger,female,Unknown,False,N/A,N/A,motorbike,2005
pedestrian,female,22,False,Not on Crossing,Drivers O/Side,bicycle,2006
passenger,female,42,False,N/A,N/A,motorbike,2006
passenger,female,44,False,N/A,N/A,pedestrian,2006
passenger,female,33,False,N/A,N/A,car,2010
driver,male,71,False,N/A,N/A,bus,2010
passenger,male,56,False,N/A,N/A,other,2013
pedestrian,female,16,False,Close to Crossing,Drivers O/Side,bicycle,2006
pedestrian,male,37,False,Not on Crossing,Drivers O/Side,bicycle,2006
driver,male,76,False,N/A,N/A,bus,2014
driver,male,18,False,N/A,N/A,car,2005
passenger,female,32,False,N/A,N/A,bus,2013
pedestrian,male,25,False,Pedestrian Crossing,Drivers N/Side Msk,bicycle,2010
driver,female,23,False,N/A,N/A,bus,2005
pedestrian,male,69,False,Not on Crossing,Unknown Or Other,bicycle,2010
pedestrian,male,29,False,Pedestrian Crossing,Unknown Or Other,bicycle,2008
passenger,female,47,False,N/A,N/A,taxi,2012
passenger,female,Unknown,False,N/A,N/A,pedestrian,2011
driver,female,17,False,N/A,N/A,car,2007
driver,male,68,False,N/A,N/A,bus,2013
passenger,female,36,False,N/A,N/A,car,2014
driver,male,Unknown,False,N/A,N/A,bus,2008
passenger,female,29,False,N/A,N/A,taxi,2010
passenger,female,52,False,N/A,N/A,pedestrian,2009
pedestrian,male,47,False,Not on Crossing,Drivers O/Side,bicycle,2014
passenger,male,21,False,N/A,N/A,car,2010
passenger,female,31,True,N/A,N/A,car,2005
driver,male,54,False,N/A,N/A,bus,2009
driver,female,2,False,N/A,N/A,pedestrian,2008
pedestrian,male,23,False,Unknown,Unknown Or Other,bicycle,2010
driver,female,30,True,N/A,N/A,car,2005
passenger,female,29,False,N/A,N/A,car,2009
passenger,female,39,False,N/A,N/A,motorbike,2012
driver,female,62,False,N/A,N/A,car,2005
passenger,female,29,False,N/A,N/A,motorbike,2006
pedestrian,female,31,False,Footpath,Unknown Or Other,bicycle,2006
passenger,female,35,False,N/A,N/A,motorbike,2010
driver,female,1,False,N/A,N/A,car,2008
driver,male,17,False,N/A,N/A,car,2005
passenger,female,47,False,N/A,N/A,pedestrian,2007
passenger,female,26,True,N/A,N/A,motorbike,2008
driver,male,12,False,N/A,N/A,car,2014
driver,male,30,False,N/A,N/A,car,2012
pedestrian,female,29,False,Footpath,Unknown Or Other,bicycle,2005
pedestrian,male,11,False,Not on Crossing,Drivers N/Side,bicycle,2007
passenger,male,19,False,N/A,N/A,car,2007
passenger,male,38,False,N/A,N/A,car,2014
driver,female,Unknown,False,N/A,N/A,car,2010
passenger,female,47,False,N/A,N/A,car,2009
driver,male,48,False,N/A,N/A,bus,2012
passenger,female,63,True,N/A,N/A,bus,2009
passenger,female,42,False,N/A,N/A,car,2010
pedestrian,female,12,True,Not on Crossing,Drivers N/Side,bicycle,2007
driver,male,Unknown,False,N/A,N/A,car,2008
passenger,female,19,False,N/A,N/A,motorbike,2012
driver,male,85,False,N/A,N/A,bus,2005
passenger,male,67,False,N/A,N/A,car,2009
passenger,female,20,False,N/A,N/A,motorbike,2007
passenger,female,11,False,N/A,N/A,pedestrian,2008
passenger,female,41,False,N/A,N/A,car,2014
passenger,female,47,False,N/A,N/A,motorbike,2008
driver,male,18,True,N/A,N/A,car,2009
passenger,male,52,False,N/A,N/A,car,2008
passenger,male,Unknown,True,N/A,N/A,pedestrian,2013
pedestrian,male,34,False,Footpath,Unknown Or Other,bicycle,2010
pedestrian,female,39,True,In road,In Rd Not Crossing,bicycle,2005
pedestrian,male,67,False,In road,Back To Traffic,bicycle,2014
passenger,male,24,False,N/A,N/A,car,2006
passenger,male,46,True,N/A,N/A,pedestrian,2010
pedestrian,male,32,False,Close to Crossing,Unknown Or Other,bicycle,2014
pedestrian,male,41,False,Not on Crossing,Drivers N/Side,bicycle,2008
driver,male,16,False,N/A,N/A,bus,2005
passenger,female,34,False,N/A,N/A,car,2011
passenger,female,36,False,N/A,N/A,car,2008
passenger,male,46,False,N/A,N/A,pedestrian,2014
pedestrian,female,33,False,Not on Crossing,Drivers N/Side,bicycle,2011
passenger,female,34,True,N/A,N/A,car,2008
passenger,male,83,False,N/A,N/A,car,2007
passenger,female,51,False,N/A,N/A,car,2005
driver,female,19,False,N/A,N/A,car,2007
passenger,female,35,False,N/A,N/A,motorbike,2007
pedestrian,female,50,False,Not on Crossing,Drivers N/Side,bicycle,2007
driver,female,58,False,N/A,N/A,bus,2006
driver,female,19,False,N/A,N/A,car,2005
passenger,male,35,False,N/A,N/A,car,2013
passenger,female,30,False,N/A,N/A,motorbike,2009
passenger,female,61,False,N/A,N/A,taxi,2005
passenger,female,27,False,N/A,N/A,motorbike,2011
passenger,male,36,False,N/A,N/A,car,2006
driver,female,Unknown,True,N/A,N/A,car,2010
driver,female,Unknown,False,N/A,N/A,taxi,2005
driver,female,4,True,N/A,N/A,car,2008
passenger,female,36,False,N/A,N/A,taxi,2011
passenger,female,30,False,N/A,N/A,car,2006
passenger,female,40,True,N/A,N/A,car,2012
passenger,male,26,False,N/A,N/A,car,2014
passenger,female,28,True,N/A,N/A,motorbike,2010
driver,male,41,False,N/A,N/A,other,2005
passenger,female,42,False,N/A,N/A,pedestrian,2009
passenger,male,28,False,N/A,N/A,car,2014
passenger,female,37,False,N/A,N/A,car,2008
passenger,female,29,False,N/A,N/A,pedestrian,2014
passenger,female,23,False,N/A,N/A,car,2008
driver,female,45,False,N/A,N/A,car,2013
driver,male,21,True,N/A,N/A,car,2006
passenger,female,59,False,N/A,N/A,pedestrian,2007
pedestrian,female,86,False,Not on Crossing,Drivers O/Side,bicycle,2010
passenger,male,32,True,N/A,N/A,motorbike,2007
pedestrian,male,48,False,Unknown,Drivers O/Side,bicycle,2009
passenger,female,44,False,N/A,N/A,car,2010
passenger,male,29,False,N/A,N/A,car,2013
passenger,male,53,False,N/A,N/A,car,2010
passenger,female,30,False,N/A,N/A,motorbike,2013
passenger,female,46,False,N/A,N/A,motorbike,2013
pedestrian,male,47,False,Close to Crossing,Drivers N/Side,bicycle,2005
passenger,male,35,False,N/A,N/A,pedestrian,2007
passenger,female,13,True,N/A,N/A,pedestrian,2013
driver,male,18,False,N/A,N/A,car,2013
pedestrian,male,25,True,Unknown,Unknown Or Other,bicycle,2013
driver,male,48,False,N/A,N/A,car,2012
passenger,female,36,False,N/A,N/A,pedestrian,2013
passenger,male,23,False,N/A,N/A,car,2005
pedestrian,female,83,True,Close to Crossing,Drivers N/Side,bicycle,2013
passenger,male,59,False,N/A,N/A,motorbike,2006
passenger,female,19,False,N/A,N/A,motorbike,2005
pedestrian,female,10,False,Not on Crossing,Drivers N/Side,bicycle,2007
passenger,female,31,False,N/A,N/A,car,2013
pedestrian,female,38,False,Footpath,Unknown Or Other,bicycle,2009
passenger,female,29,False,N/A,N/A,car,2014
driver,female,55,False,N/A,N/A,car,2005
driver,male,Unknown,False,N/A,N/A,car,2006
passenger,female,26,True,N/A,N/A,other,2007
driver,female,21,False,N/A,N/A,car,2006
passenger,female,19,False,N/A,N/A,car,2008
pedestrian,male,23,False,In road,In Rd Not Crossing,bicycle,2006
passenger,male,45,False,N/A,N/A,car,2011
driver,female,45,False,N/A,N/A,bus,2013
passenger,female,45,True,N/A,N/A,motorbike,2006
passenger,female,19,False,N/A,N/A,motorbike,2010
passenger,female,56,False,N/A,N/A,car,2009
pedestrian,male,Unknown,False,Not on Crossing,Drivers N/Side,bicycle,2010
driver,male,32,False,N/A,N/A,bus,2006
pedestrian,female,38,True,Not on Crossing,Drivers N/Side,bicycle,2012
pedestrian,female,30,False,Not on Crossing,Unknown Or Other,bicycle,2010
passenger,female,33,False,N/A,N/A,motorbike,2013
pedestrian,male,58,False,In road,Unknown Or Other,bicycle,2011
pedestrian,female,17,False,Close to Crossing,Drivers N/Side,bicycle,2008
passenger,male,17,False,N/A,N/A,car,2007
passenger,female,36,True,N/A,N/A,pedestrian,2011
passenger,male,34,False,N/A,N/A,pedestrian,2012
passenger,female,28,False,N/A,N/A,pedestrian,2005
passenger,female,25,True,N/A,N/A,pedestrian,2011
passenger,female,35,False,N/A,N/A,pedestrian,2012
pedestrian,male,37,False,Pedestrian Crossing,Drivers N/Side,bicycle,2013
driver,female,17,False,N/A,N/A,car,2006
driver,male,Unknown,False,N/A,N/A,car,2005
passenger,female,39,False,N/A,N/A,motorbike,2012
passenger,female,25,False,N/A,N/A,car,2010
driver,female,20,False,N/A,N/A,car,2005
passenger,female,49,False,N/A,N/A,motorbike,2008
passenger,female,31,False,N/A,N/A,car,2011
pedestrian,male,36,False,In road,Unknown Or Other,bicycle,2013
passenger,female,Unknown,False,N/A,N/A,bus,2014
driver,female,6,False,N/A,N/A,car,2009
passenger,male,40,False,N/A,N/A,car,2011
passenger,female,35,False,N/A,N/A,car,2008
passenger,female,19,False,N/A,N/A,car,2007
pedestrian,female,17,False,In road,Back To Traffic,bicycle,2009
passenger,female,34,False,N/A,N/A,motorbike,2009
passenger,female,81,False,N/A,N/A,car,2011
pedestrian,female,61,False,Close to Crossing,Drivers O/Side,bicycle,2011
pedestrian,male,15,False,Close to Crossing,Drivers N/Side,bicycle,2006
passenger,female,30,False,N/A,N/A,car,2013
driver,male,Unknown,False,N/A,N/A,other,2009
pedestrian,female,44,False,Pedestrian Crossing,Drivers N/Side,bicycle,2009
pedestrian,male,38,False,Not on Crossing,Drivers O/Side,bicycle,2010
pedestrian,female,13,False,Not on Crossing,Drivers N/Side,bicycle,2009
driver,female,29,False,N/A,N/A,car,2012
driver,female,4,False,N/A,N/A,bus,2011
passenger,male,52,False,N/A,N/A,car,2005
passenger,male,43,False,N/A,N/A,car,2013
driver,female,29,True,N/A,N/A,car,2009
passenger,female,38,False,N/A,N/A,pedestrian,2011
passenger,male,29,False,N/A,N/A,car,2010
passenger,male,38,False,N/A,N/A,motorbike,2007
passenger,female,33,False,N/A,N/A,car,2009
passenger,female,22,False,N/A,N/A,motorbike,2008
passenger,male,31,False,N/A,N/A,car,2013
pedestrian,male,14,False,Not on Crossing,Drivers N/Side,bicycle,2006
passenger,female,49,False,N/A,N/A,motorbike,2014
passenger,female,27,False,N/A,N/A,car,2008
driver,female,18,True,N/A,N/A,car,2005
passenger,female,68,False,N/A,N/A,car,2010
driver,male,4,False,N/A,N/A,car,2010
driver,male,20,True,N/A,N/A,car,2008
passenger,female,26,False,N/A,N/A,other,2011
passenger,female,46,False,N/A,N/A,motorbike,2014
passenger,female,34,False,N/A,N/A,car,2005
pedestrian,male,50,True,Pedestrian Crossing,Drivers N/Side,bicycle,2013
pedestrian,male,11,False,Close to Crossing,Drivers O/Side,bicycle,2008
pedestrian,female,18,False,Close to Crossing,Drivers N/Side,bicycle,2009
passenger,female,41,False,N/A,N/A,car,2007
driver,male,34,False,N/A,N/A,bus,2007
pedestrian,female,79,False,Pedestrian Crossing,Drivers N/Side,bicycle,2005
pedestrian,female,60,False,Pedestrian Crossing,Drivers O/Side,bicycle,2011
passenger,female,50,False,N/A,N/A,car,2014
passenger,female,19,False,N/A,N/A,motorbike,2014
passenger,female,31,False,N/A,N/A,motorbike,2014
driver,male,49,False,N/A,N/A,car,2011
passenger,male,Unknown,False,N/A,N/A,car,2008
passenger,female,28,False,N/A,N/A,pedestrian,2013
passenger,female,30,False,N/A,N/A,pedestrian,2006
driver,female,28,False,N/A,N/A,car,2014
passenger,male,22,False,N/A,N/A,car,2011
passenger,female,55,False,N/A,N/A,pedestrian,2012
passenger,female,63,False,N/A,N/A,car,2010
passenger,male,21,False,N/A,N/A,car,2005
pedestrian,male,41,False,Pedestrian Crossing,Drivers N/Side,bicycle,2011
pedestrian,female,Unknown,False,Pedestrian Crossing,Drivers N/Side,bicycle,2013
passenger,female,25,False,N/A,N/A,car,2007
pedestrian,female,49,False,In road,In Rd Not Crossing,bicycle,2005
passenger,female,20,False,N/A,N/A,motorbike,2014
passenger,male,27,False,N/A,N/A,pedestrian,2006
passenger,female,24,False,N/A,N/A,car,2014
passenger,female,Unknown,True,N/A,N/A,motorbike,2007
passenger,female,44,True,N/A,N/A,car,2007
passenger,female,25,False,N/A,N/A,motorbike,2008
pedestrian,male,4,False,Not on Crossing,Drivers O/Side,bicycle,2013
driver,female,23,False,N/A,N/A,taxi,2011
passenger,female,38,False,N/A,N/A,motorbike,2013
pedestrian,male,8,False,Not on Crossing,Drivers N/Side Msk,bicycle,2008
passenger,male,55,False,N/A,N/A,car,2005
passenger,female,59,False,N/A,N/A,car,2010
driver,female,24,True,N/A,N/A,taxi,2007
driver,female,51,False,N/A,N/A,taxi,2007
pedestrian,female,38,False,Not on Crossing,Drivers O/Side,bicycle,2010
passenger,female,18,False,N/A,N/A,motorbike,2012
pedestrian,female,9,False,Not on Crossing,Unknown Or Other,bicycle,2008
passenger,male,26,False,N/A,N/A,pedestrian,2009
passenger,male,52,False,N/A,N/A,car,2013
driver,male,40,False,N/A,N/A,car,2013
passenger,female,27,False,N/A,N/A,motorbike,2010
driver,male,44,False,N/A,N/A,bus,2008
passenger,female,41,False,N/A,N/A,pedestrian,2012
driver,female,23,False,N/A,N/A,car,2012
pedestrian,female,67,True,Footpath,Unknown Or Other,bicycle,2013
passenger,female,35,False,N/A,N/A,car,2008
driver,male,35,False,N/A,N/A,car,2009
passenger,male,32,False,N/A,N/A,pedestrian,2013
passenger,female,23,False,N/A,N/A,car,2006
pedestrian,male,27,False,Pedestrian Crossing,Drivers N/Side,bicycle,2014
pedestrian,male,13,False,Not on Crossing,Unknown Or Other,bicycle,2014
passenger,male,26,False,N/A,N/A,pedestrian,2007
passenger,female,45,False,N/A,N/A,other,2011
passenger,male,19,False,N/A,N/A,car,2013
pedestrian,male,30,False,Pedestrian Crossing,Unknown Or Other,bicycle,2008
passenger,male,35,False,N/A,N/A,car,2005
passenger,male,Unknown,False,N/A,N/A,car,2013
passenger,female,49,False,N/A,N/A,pedestrian,2013
pedestrian,female,Unknown,False,Footpath,Unknown Or Other,bicycle,2005
passenger,female,20,False,N/A,N/A,motorbike,2010
passenger,female,67,False,N/A,N/A,motorbike,2007
pedestrian,female,82,True,Not on Crossing,Drivers N/Side,bicycle,2013
passenger,female,34,True,N/A,N/A,pedestrian,2006
passenger,male,33,False,N/A,N/A,car,2005
passenger,female,31,False,N/A,N/A,pedestrian,2013
passenger,female,18,True,N/A,N/A,car,2009
pedestrian,male,24,False,Footpath,Unknown Or Other,bicycle,2008
passenger,female,20,False,N/A,N/A,car,2006
pedestrian,female,49,False,Not on Crossing,Drivers N/Side,bicycle,2010
passenger,female,23,False,N/A,N/A,car,2007
passenger,female,28,False,N/A,N/A,car,2010
driver,male,18,False,N/A,N/A,motorbike,2012
driver,male,7,False,N/A,N/A,car,2008
pedestrian,male,36,False,Close to Crossing,Drivers O/Side,bicycle,2005
passenger,female,19,False,N/A,N/A,motorbike,2008
passenger,male,26,False,N/A,N/A,car,2005
driver,female,20,False,N/A,N/A,car,2006
passenger,male,26,True,N/A,N/A,car,2005
driver,male,55,False,N/A,N/A,car,2007
passenger,male,41,False,N/A,N/A,pedestrian,2010
passenger,female,31,False,N/A,N/A,pedestrian,2010
driver,male,Unknown,False,N/A,N/A,bus,2013
driver,female,37,False,N/A,N/A,car,2005
passenger,male,63,True,N/A,N/A,car,2008
driver,male,66,False,N/A,N/A,bus,2014
passenger,male,24,False,N/A,N/A,car,2007
passenger,female,18,False,N/A,N/A,car,2010
passenger,male,23,False,N/A,N/A,car,2009
driver,female,17,False,N/A,N/A,car,2007
driver,male,29,False,N/A,N/A,car,2006
passenger,female,27,False,N/A,N/A,car,2008
pedestrian,female,11,False,Not on Crossing,Drivers O/Side,bicycle,2013
passenger,female,69,False,N/A,N/A,car,2013
driver,male,34,True,N/A,N/A,car,2007
passenger,female,25,False,N/A,N/A,motorbike,2009
passenger,male,42,False,N/A,N/A,pedestrian,2011
passenger,male,20,False,N/A,N/A,car,2012
passenger,female,19,False,N/A,N/A,motorbike,2008
passenger,female,37,False,N/A,N/A,taxi,2010
passenger,female,42,False,N/A,N/A,pedestrian,2009
passenger,male,30,False,N/A,N/A,car,2013
pedestrian,male,80,False,Footpath,Unknown Or Other,bicycle,2012
passenger,female,Unknown,False,N/A,N/A,car,2014
driver,male,35,False,N/A,N/A,car,2007
pedestrian,male,33,False,Unknown,Unknown Or Other,bicycle,2014
driver,male,57,False,N/A,N/A,car,2007
passenger,female,20,False,N/A,N/A,pedestrian,2009
driver,female,Unknown,True,N/A,N/A,car,2009
driver,female,27,False,N/A,N/A,car,2013
passenger,female,37,False,N/A,N/A,car,2014
driver,male,15,False,N/A,N/A,car,2014
driver,male,30,False,N/A,N/A,car,2014
driver,male,32,False,N/A,N/A,car,2009
passenger,male,24,False,N/A,N/A,pedestrian,2012
driver,male,78,False,N/A,N/A,bus,2012
passenger,female,29,True,N/A,N/A,motorbike,2011
passenger,female,31,False,N/A,N/A,car,2009
passenger,female,56,True,N/A,N/A,pedestrian,2012
passenger,male,44,False,N/A,N/A,car,2005
passenger,female,24,False,N/A,N/A,pedestrian,2011
passenger,female,22,False,N/A,N/A,car,2012
driver,female,5,False,N/A,N/A,car,2014
passenger,female,40,False,N/A,N/A,motorbike,2012
passenger,male,27,True,N/A,N/A,car,2011
pedestrian,female,31,False,Unknown,Unknown Or Other,bicycle,2012
passenger,female,17,False,N/A,N/A,motorbike,2005
pedestrian,male,42,False,Not on Crossing,Drivers O/Side,bicycle,2010
passenger,female,34,False,N/A,N/A,car,2005
passenger,female,18,False,N/A,N/A,car,2006
driver,female,23,True,N/A,N/A,car,2007
passenger,female,26,False,N/A,N/A,pedestrian,2009
passenger,female,42,False,N/A,N/A,car,2005
passenger,male,21,False,N/A,N/A,car,2007
passenger,female,26,False,N/A,N/A,car,2006
passenger,female,40,False,N/A,N/A,pedestrian,2011
driver,male,12,False,N/A,N/A,bus,2013
passenger,female,28,False,N/A,N/A,car,2007
passenger,female,23,False,N/A,N/A,pedestrian,2010
passenger,female,29,False,N/A,N/A,motorbike,2014
passenger,male,34,False,N/A,N/A,car,2010
passenger,male,22,False,N/A,N/A,car,2011
passenger,female,66,False,N/A,N/A,car,2009
driver,male,39,False,N/A,N/A,car,2013
pedestrian,female,8,True,Not on Crossing,Drivers N/Side Msk,bicycle,2009
passenger,female,42,False,N/A,N/A,car,2012
driver,male,71,True,N/A,N/A,bus,2013
pedestrian,female,12,True,Not on Crossing,Drivers O/Side Msk,bicycle,2012
passenger,female,39,False,N/A,N/A,motorbike,2009
pedestrian,male,11,False,Close to Crossing,Drivers N/Side Msk,bicycle,2014
passenger,female,44,False,N/A,N/A,car,2010
passenger,female,38,False,N/A,N/A,car,2013
pedestrian,female,17,False,Not on Crossing,Drivers N/Side,bicycle,2009
passenger,male,18,False,N/A,N/A,car,2009
passenger,male,26,False,N/A,N/A,pedestrian,2013
driver,female,30,False,N/A,N/A,car,2009
driver,male,1,False,N/A,N/A,car,2012
passenger,female,50,False,N/A,N/A,taxi,2014
driver,male,2,False,N/A,N/A,car,2009
pedestrian,female,53,False,Close to Crossing,Drivers N/Side,bicycle,2011
driver,male,Unknown,False,N/A,N/A,bus,2008
passenger,male,33,False,N/A,N/A,car,2005
passenger,male,67,False,N/A,N/A,car,2010
passenger,male,61,False,N/A,N/A,car,2009
passenger,female,34,True,N/A,N/A,car,2009
pedestrian,female,57,False,Footpath,Unknown Or Other,bicycle,2012
passenger,female,49,False,N/A,N/A,motorbike,2011
passenger,female,23,False,N/A,N/A,motorbike,2013
passenger,male,29,False,N/A,N/A,car,2011
pedestrian,male,8,False,Not on Crossing,Drivers N/Side,bicycle,2009
passenger,female,26,False,N/A,N/A,motorbike,2007
passenger,male,42,False,N/A,N/A,car,2012
passenger,male,20,True,N/A,N/A,car,2005
pedestrian,male,26,False,Unknown,Unknown Or Other,bicycle,2012
passenger,female,23,False,N/A,N/A,motorbike,2008
passenger,female,23,False,N/A,N/A,motorbike,2011
pedestrian,male,Unknown,True,In road,Unknown Or Other,bicycle,2008
driver,male,29,False,N/A,N/A,car,2013
passenger,female,31,False,N/A,N/A,motorbike,2008
passenger,female,35,False,N/A,N/A,car,2005
passenger,female,42,False,N/A,N/A,car,2005
driver,male,28,False,N/A,N/A,bus,2014
pedestrian,male,29,True,Not on Crossing,Drivers N/Side,bicycle,2005
passenger,female,30,False,N/A,N/A,bus,2013
pedestrian,female,46,True,In road,Unknown Or Other,bicycle,2013
driver,male,Unknown,False,N/A,N/A,bus,2013
passenger,female,Unknown,False,N/A,N/A,car,2012
driver,male,30,False,N/A,N/A,car,2005
passenger,female,Unknown,False,N/A,N/A,car,2012
passenger,male,20,False,N/A,N/A,car,2009
